Poster,Title,Year,Certificate,Duration (min),Genre,Rating,Metascore,Director,Cast,Votes,Description,Review Count,Review Title,Review
1482,332,20,7,29,175,48,51,1938,1081,4055,3689,1095,1021,2182
3044,1966,20,22,55,3,58,69,1044,1067,43,786,104,300,1398
26,4451,20,10,48,243,60,87,1637,5036,6138,1104,47,1668,1012
3586,5889,20,10,58,339,45,56,34,4974,6291,147,768,6149,1210
2095,2905,20,7,41,345,49,69,1005,6339,1067,3639,538,4138,4416
1518,6164,20,22,65,68,55,58,1671,2513,5489,4120,878,604,5056
2589,1483,20,19,87,348,55,55,2376,1097,905,2029,607,2115,5421
626,2964,20,17,50,9,28,33,231,2647,5681,1437,775,2164,1790
3155,4593,20,10,64,157,56,74,21,1105,4349,3950,879,989,938
1210,1315,20,22,73,10,44,41,1820,5507,4355,4069,901,953,249
58,5211,20,17,39,7,33,43,1828,750,733,3247,1061,1082,905
1841,1961,20,10,36,175,38,23,631,78,2782,2533,635,3152,5075
1368,278,20,18,35,251,41,50,128,5247,4960,3343,1123,2891,1955
3313,561,20,10,50,20,33,30,2266,1641,1959,3379,756,4176,793
5386,5691,20,22,52,3,40,50,2403,1039,3876,5564,557,1450,925
5633,1892,20,22,57,12,42,55,812,26,4120,5534,18,2203,4425
4982,5146,20,19,69,111,50,52,2089,2173,1251,2158,71,5217,4734
4052,687,20,10,42,345,58,72,541,4466,5836,4580,1,348,5039
116,5082,20,4,65,13,41,37,1671,4893,1529,4156,1183,6083,609
2779,5287,20,18,71,5,48,75,2106,170,2577,2047,259,4682,6134
4545,4646,20,22,31,187,56,59,1243,1782,4063,3579,1114,4213,5896
1211,2097,20,18,50,7,48,17,2182,1135,1101,2843,658,3327,6070
1766,5470,20,10,41,333,60,57,1558,787,4,4456,374,562,6063
499,2028,20,22,91,111,55,74,1783,1359,5311,3785,126,2201,6267
4613,549,20,22,74,34,60,63,447,1101,69,2552,403,1907,1944
5070,1581,20,18,47,333,42,66,398,4827,3580,2936,345,1708,1315
4968,3128,20,22,81,333,57,80,581,4442,3696,2291,225,5228,261
1140,101,20,10,70,266,61,70,2318,3920,6004,4161,148,1218,303
3821,6161,20,22,66,12,57,68,335,4687,5554,5151,890,5054,2252
6136,249,20,19,22,175,55,71,1155,1445,2666,2510,838,1042,2
5912,322,20,18,53,243,63,55,2504,1704,30,4423,152,5279,2092
2191,4924,20,22,39,167,53,41,1718,2307,3160,3256,251,1567,2027
2927,2572,20,18,48,379,47,47,1725,4296,4928,6048,763,1969,3581
5439,295,20,10,56,84,57,83,348,629,2954,878,1153,3789,1172
6132,3354,20,10,67,286,65,77,1788,2410,11,4131,1203,1318,2776
3047,242,41,10,79,339,59,78,1901,3567,1525,1948,572,3150,123
1885,3301,41,15,51,286,47,57,1478,965,869,1511,465,5910,3589
4235,2471,41,22,53,3,48,51,1024,1629,4178,3691,1154,258,6179
1800,5429,41,10,35,70,44,38,1931,431,1415,4019,517,4994,4007
5774,5099,41,10,86,44,52,60,2077,4046,1655,5111,10,147,1242
2301,4819,41,10,30,286,48,77,1684,2725,3307,3818,301,4051,4426
4544,4162,41,22,69,12,47,55,2157,139,3686,3448,392,658,2878
5486,1942,41,22,64,157,60,62,1961,6120,4795,1996,195,32,5907
2356,478,41,22,83,12,62,61,173,2946,35,5076,558,4926,537
3318,4196,41,17,65,159,54,29,66,2884,491,5262,410,4361,3020
6235,1356,41,22,47,332,58,81,2059,2456,5923,2470,375,5992,1898
5609,3282,41,19,70,10,61,91,89,881,3401,138,875,2659,3466
4399,2769,41,11,71,336,46,39,34,2791,5236,2640,470,5824,6118
2813,91,41,22,69,168,60,65,2157,5222,6298,1093,88,564,2760
5441,1880,41,24,73,177,49,74,2041,1331,4124,5039,21,4823,4260
2552,2841,41,19,41,12,40,64,853,2080,1109,2379,461,2612,4622
4945,2553,41,10,63,3,55,53,1671,1236,5461,1629,1103,3765,2914
4213,2584,41,19,26,131,54,67,1614,3065,4589,5646,742,3106,911
4070,770,41,18,113,243,57,40,2415,1300,3350,3130,296,6168,3041
318,2566,41,22,64,177,57,75,2041,1329,5645,477,405,1331,3959
1969,3307,41,22,44,20,41,54,824,5354,2456,3349,1236,3412,3437
1733,2301,41,7,65,334,61,73,627,3861,1952,5700,495,3920,6114
2996,2500,41,17,61,345,56,72,1455,5292,2143,1153,951,1048,1122
1057,5582,41,18,26,296,48,77,2106,405,3089,568,35,1066,1876
3287,438,41,10,82,34,36,50,2615,1392,1699,3608,551,2661,942
4660,2326,41,19,29,136,59,87,1948,5172,5672,2555,1163,2656,1641
3674,2271,41,10,95,109,66,83,2264,1172,5809,241,71,1379,396
3285,6150,41,5,53,40,49,50,932,2643,2006,1199,114,5660,5361
773,3482,41,22,115,48,40,37,1699,517,3464,1700,234,1390,204
643,4702,41,10,46,366,53,61,1057,4700,4714,4679,1236,5239,3543
5517,5765,41,18,40,217,43,55,1806,3560,4529,6247,450,2061,5596
2583,31,41,19,83,126,61,77,2318,3435,5482,2544,385,5478,4567
4872,4379,41,10,47,175,54,69,910,4237,5118,5747,936,2510,4057
3261,4944,41,22,34,175,55,66,2467,6329,5895,5577,943,3846,2584
330,2027,41,22,64,111,59,78,610,1360,6217,3789,974,2426,1597
3481,449,41,18,59,345,39,40,1099,5475,1883,4603,589,2955,4069
708,3700,41,19,45,136,59,89,286,2564,5837,1393,1006,2919,4335
4326,2622,41,10,28,187,52,86,922,5377,3312,3948,1063,5339,2750
2762,4472,41,22,84,70,51,62,447,3024,4882,2987,796,3286,1589
3701,128,41,19,62,197,51,62,1946,5955,670,5844,484,72,306
460,6028,41,15,28,235,44,39,1243,381,6261,5794,343,4697,5923
1033,2794,41,22,36,187,55,84,2306,603,4395,553,237,3282,3393
3002,6162,41,10,38,12,44,51,300,4684,4669,5260,44,5656,2610
2217,3049,41,19,41,136,54,74,2155,3051,3624,4084,816,2692,3266
6094,4822,41,17,52,19,41,32,2296,3986,3932,683,298,4722,2276
91,1637,41,19,37,175,56,54,1243,4078,3704,1317,877,4718,816
6017,2469,41,22,38,85,49,32,1190,5131,3617,6277,505,3354,571
4692,5117,41,18,52,353,39,45,142,1253,4454,420,571,1570,3544
5534,269,25,10,56,368,42,58,2077,4265,3096,5197,159,5911,5544
147,690,25,18,54,157,52,71,1652,2665,4043,5467,303,6176,1391
2235,5144,25,19,52,137,46,48,1290,1572,2692,2525,423,2300,3811
910,3034,25,19,61,99,45,50,2443,1880,1703,5986,608,1542,3552
4415,1480,25,23,58,195,45,64,204,404,5069,3856,821,1629,1091
4166,3942,25,10,56,366,43,54,1650,6062,655,4180,899,5303,3528
1645,1,25,22,29,195,55,69,1586,6358,4718,2378,812,527,2082
1424,2356,25,22,60,12,57,72,1290,5059,21,2383,81,1645,4339
5680,4316,25,18,26,368,36,50,1436,2808,83,2477,499,1185,2746
3613,2687,25,10,92,327,53,56,2480,2311,3399,3946,1101,1334,2793
4690,2972,25,22,32,3,51,65,220,6017,5029,4291,625,4444,72
2296,4360,25,22,57,7,37,33,553,6239,5487,1501,222,1109,3868
2427,6159,25,22,78,12,47,45,335,2514,4238,4124,912,4311,4060
48,5661,25,17,31,19,54,69,1341,3289,2562,5960,371,5548,5875
6112,3809,25,22,36,39,54,63,1935,4810,2860,4022,794,5433,3380
1372,4968,25,22,103,114,56,51,1967,4014,5976,1423,33,3823,4887
1769,6024,25,10,44,176,48,37,2029,2654,4351,1861,657,4663,2685
3195,4337,25,18,27,82,41,47,1340,6210,3031,2671,442,6090,3110
3939,899,25,3,58,12,47,59,1190,1023,6032,4988,1093,4592,3491
1599,5883,25,10,55,58,48,35,1504,3346,2866,4858,1040,4140,2154
5605,473,25,22,96,7,57,76,1033,5331,51,1272,427,4734,5938
727,4883,25,10,43,195,45,40,1550,1771,2447,1762,849,5005,1472
5537,3308,25,22,50,267,55,67,2375,2055,5073,3331,1187,3785,5072
2849,406,25,10,73,5,56,61,1687,2096,3319,3042,1180,3599,331
3382,5588,25,18,31,336,50,70,2306,3586,1430,788,772,1412,2984
1223,3538,25,22,63,7,43,32,1175,1847,3402,3240,827,3727,200
821,2616,25,10,113,336,55,83,8,3884,1372,2257,522,891,2146
3596,3562,25,10,56,40,51,52,1393,4694,1962,2644,636,983,4229
4728,2694,25,22,55,8,45,72,1630,1964,1746,3324,872,2983,2886
3335,5697,25,19,38,242,43,45,1250,5665,5865,5567,346,5434,283
1164,2031,25,19,76,111,57,75,87,1361,5336,3787,137,2057,3086
4184,5702,25,10,42,299,45,53,853,5830,5003,974,534,3674,5717
111,5404,25,10,90,5,58,69,63,3743,5977,698,134,3796,4748
3040,3222,25,17,38,197,43,37,2403,4269,2194,5461,284,2124,4904
6250,1350,25,7,72,196,50,42,21,3731,4977,5804,679,4043,4587
5604,4430,25,10,24,40,55,44,2000,3783,5120,1442,1107,3525,4880
4648,24,25,18,53,44,60,71,2205,1451,5285,2980,430,4232,3592
4242,4037,25,15,54,45,46,60,969,5552,3526,4298,446,633,1199
5465,4465,25,16,33,131,50,67,1110,3659,5143,5141,593,4260,6314
1788,4087,25,19,44,136,51,42,816,1127,5962,3228,642,1642,101
3137,4548,25,22,77,68,58,62,1349,5056,62,3482,189,4790,2974
6293,1648,25,22,100,72,40,56,2291,2293,4147,1411,440,5004,1178
5378,2617,25,19,50,195,64,51,2128,5118,5553,6161,120,4800,1663
1604,388,58,7,49,102,46,72,71,4462,3536,218,230,1085,505
4395,5377,58,10,42,195,46,41,161,5366,3535,1374,583,3038,556
375,745,58,22,68,166,57,42,335,4905,4883,5464,550,4820,5502
5505,1473,58,22,93,166,51,57,223,5941,2352,5287,231,1090,3445
1176,932,58,10,75,159,59,68,2376,3742,17,3102,1162,522,6169
3471,2362,58,15,31,251,51,44,831,4402,1106,3523,871,1453,3073
5366,122,58,17,37,248,43,56,1412,3474,461,4105,703,4968,5515
1921,4753,58,10,33,121,50,64,1823,5528,2485,289,1199,1369,6217
3306,3601,58,10,44,286,43,59,1537,760,644,1334,1084,957,314
1818,4099,58,10,25,75,47,63,1028,3170,5611,6155,618,4724,5664
4550,6230,58,19,42,131,58,71,341,4959,4673,4007,966,4409,1311
5371,3815,58,10,55,166,51,62,645,5771,1805,1175,1208,2467,5356
3213,1591,58,18,24,286,50,77,728,3806,2777,3610,0,4073,4583
3408,3637,58,10,43,366,63,90,89,383,5464,150,59,5384,6305
5452,3708,58,10,29,24,47,57,1650,6065,1665,255,31,4201,5736
3854,2526,58,10,71,40,58,76,2007,6079,5789,5082,1146,4809,3374
4842,3594,58,10,41,9,56,40,1259,415,4188,1713,1074,935,4240
2394,4398,58,10,86,296,45,57,1540,1009,6134,437,955,435,5351
1736,5869,58,22,50,1,41,38,2172,5992,2659,5007,189,3367,50
2649,1035,58,19,31,234,47,64,104,187,2479,4918,588,1490,56
5454,1611,58,22,24,187,49,54,104,5468,506,758,519,4217,541
2380,3567,58,10,30,175,45,34,982,5659,938,5317,351,4226,4230
4614,95,58,18,55,243,56,73,2104,5024,1352,2871,470,2823,5458
4600,2470,58,22,57,3,45,51,1024,1626,2862,3973,1151,4567,818
1804,2578,58,22,52,7,45,55,1323,5989,3406,2507,1111,4188,1637
3461,1962,58,10,35,175,32,12,631,71,1432,2466,540,3893,5557
442,4208,58,22,30,93,49,39,1686,4147,1991,1634,613,3376,4582
2997,1406,58,7,61,286,48,60,1680,6049,996,1676,589,1346,91
4208,2276,58,17,38,366,25,27,1114,1449,6072,1962,277,2672,1214
4324,2602,58,2,46,289,42,32,438,6147,2176,2937,784,1176,5315
4469,3317,58,18,23,175,54,61,1777,5169,2877,5579,947,16,6353
3691,3652,58,19,36,131,56,66,1200,2578,1546,6010,834,3034,4476
3393,2524,58,10,25,286,48,56,1476,3719,5889,443,668,868,3574
2831,1835,58,7,37,320,43,70,1773,864,757,394,585,1521,4669
2869,541,58,10,61,333,49,36,1935,4257,2140,1866,628,5677,5370
2070,5421,58,18,37,34,42,57,585,2149,4513,11,434,84,3534
5840,2878,58,10,42,340,52,47,879,4401,439,2604,482,1454,3728
3640,1487,58,19,36,144,50,68,1071,829,2668,86,2,2773,6085
1396,924,58,10,111,243,60,66,1637,5049,4764,3974,939,985,3115
2629,1548,58,10,30,361,43,62,1494,4392,935,1838,1129,2616,2083
5092,4805,58,10,56,361,59,76,2581,1757,4187,6138,116,4825,3218
3418,3683,58,10,49,1,62,79,2376,2195,2,3887,1209,5127,3301
417,4998,58,22,80,12,53,69,774,2757,5485,4362,847,3232,2663
6151,172,58,4,51,183,46,60,1924,319,1369,4985,1096,699,1232
3059,5572,46,10,41,20,48,61,2475,4565,1202,4532,986,2631,3403
3157,4506,46,7,62,34,51,44,833,507,3238,3012,837,3131,3389
648,238,46,18,36,286,54,88,395,4719,6176,4969,528,2335,1649
5508,1299,46,19,34,324,49,58,714,4693,2591,4975,764,4492,1820
6315,3757,46,4,33,267,61,74,2007,2218,15,6117,57,4137,4338
4102,136,46,22,60,187,53,44,1579,5962,1275,4667,832,5831,3350
3187,6163,46,22,68,70,52,61,335,4685,4798,6166,1192,6250,362
448,164,46,10,31,319,50,64,1247,1796,2768,3616,164,2737,4283
1857,2074,46,10,60,337,58,84,2312,2909,5279,4040,7,2709,5415
5523,2928,46,19,40,7,32,28,821,1559,4091,5255,456,1103,3511
2979,1425,46,22,40,44,56,87,447,1935,5550,2592,384,685,3785
1470,2393,46,9,49,286,61,70,2437,3905,3542,1709,674,1850,125
3890,5841,46,5,36,217,31,48,1434,3305,5095,254,668,5985,5005
1872,3938,46,10,45,364,52,59,2567,4496,3711,2013,25,2434,5100
3022,5816,46,18,41,31,49,64,230,545,4133,5632,868,1211,2119
767,1431,46,19,49,113,57,85,2376,2273,4064,1813,941,4564,1075
4133,1793,46,22,50,348,61,71,2318,4115,5705,1322,1087,3195,4593
1361,1444,46,22,47,12,57,64,672,5910,5526,1607,1183,1479,6261
5671,5119,46,22,46,5,55,69,1731,1342,1694,5619,743,2040,128
5296,2708,46,22,20,208,47,63,2487,2877,3327,1277,585,2712,2240
2334,4231,46,19,51,131,62,80,274,4797,5282,5041,258,4544,376
6327,821,46,17,32,236,39,45,1986,3582,264,292,654,2078,5279
2434,1827,46,23,44,132,52,61,1398,5755,1878,2479,327,4281,2810
3153,4267,46,22,56,12,48,61,1379,1059,2597,5199,949,2165,6133
908,1261,46,22,90,164,60,75,1878,809,3612,5675,865,864,995
3332,1241,46,10,49,251,33,46,34,506,4787,1900,768,700,4769
2470,2544,46,22,118,11,50,74,1967,4440,4131,741,248,5365,3614
2369,4527,46,22,70,12,47,59,1586,264,5416,2272,1234,4788,6237
707,2518,46,22,51,20,54,59,1671,29,4881,3339,974,2179,3201
2332,3271,46,10,26,34,52,57,990,651,3245,509,393,1293,4551
3282,5534,46,10,43,365,60,50,1219,3653,4246,1438,43,2252,208
3659,5018,46,22,48,171,58,64,1800,566,5835,3436,1041,3452,3342
1978,809,46,24,59,175,46,68,1924,3629,3105,3300,816,2802,3995
3342,2679,46,19,30,234,43,52,2113,4932,2497,3500,892,4196,1053
2016,2025,46,19,95,111,52,56,407,1365,5337,3786,1161,2751,923
3050,1605,46,10,32,267,59,81,1199,1858,5492,4512,1206,535,2993
2480,5345,46,10,74,255,51,61,637,5241,2935,5806,692,4552,4992
3913,3959,46,10,41,195,47,56,2374,2525,6293,2229,641,2977,4440
1893,1801,46,10,68,52,54,57,553,681,4675,751,1072,1539,5936
41,4564,46,10,48,187,55,80,1634,1214,2572,5799,1109,1755,4621
5212,3938,46,10,48,366,41,53,1650,6064,1274,29,116,1840,4359
2595,109,46,19,72,345,55,55,2092,5913,2876,4509,689,4419,5346
3299,1856,30,22,51,23,46,53,1924,4183,2481,3604,387,1095,2782
6291,3459,30,22,50,337,48,34,1800,2752,4133,1009,1204,2882,2897
28,4757,30,10,78,298,53,53,2415,3409,3877,2825,769,4871,4957
4254,2538,30,19,40,149,62,74,1570,5283,3233,5867,1153,2094,6359
6048,5666,30,10,53,234,49,62,278,4780,3254,1028,944,5961,6123
6231,1464,30,19,35,136,48,51,1979,3702,756,3622,624,5087,1084
5681,5617,30,10,51,286,55,53,541,715,2090,1415,1037,975,2535
6242,3121,30,19,59,187,49,47,407,5138,2940,2284,515,4256,2475
4509,892,30,10,29,118,36,15,2175,5083,4996,3442,780,4209,1744
371,2880,30,10,42,229,43,44,1997,4205,2773,5425,993,4675,5961
5250,1042,30,19,39,137,62,74,1500,89,4880,3051,98,2271,3173
3786,3373,30,10,48,30,41,44,932,2636,5931,4974,593,4238,177
1156,6080,30,10,43,176,36,34,1399,4010,1373,5762,610,6208,5550
2814,5366,30,19,49,205,42,45,814,3273,1378,4496,592,1870,2812
273,432,30,22,85,12,45,35,1699,778,4182,2407,101,3499,5538
2641,5781,30,10,27,286,59,76,532,1894,5491,4771,914,4612,482
100,3604,30,5,34,9,49,64,514,226,2247,4548,373,4099,683
3979,2484,30,22,62,12,39,44,1003,1063,3398,6248,153,2283,3671
131,4057,30,19,27,136,51,68,115,3457,4492,4928,842,4115,4123
717,4807,30,18,45,361,26,32,566,3670,3740,6275,701,3028,4531
368,200,30,5,57,189,56,48,2051,1561,3702,3074,1035,2068,1983
611,1107,30,3,53,49,38,43,1290,1333,2339,1614,733,5730,4780
1121,2039,30,19,53,138,60,75,958,991,4180,6163,749,746,2538
3243,1860,30,21,50,3,36,27,645,1022,5063,3291,596,2294,540
4283,3096,30,22,52,195,34,11,814,2730,3811,5592,297,5918,2054
5080,1662,30,19,34,136,60,83,137,3714,19,2449,1190,5970,2860
1111,3075,30,19,26,136,59,72,1948,1435,6297,4097,975,3699,6157
1609,1542,30,18,51,175,47,78,2063,641,4833,3932,324,5508,613
5143,5823,30,10,53,252,57,52,2509,1112,2458,3968,836,1867,6227
3747,1996,30,2,94,164,61,81,2435,3819,475,5355,1004,5212,554
298,2305,30,22,79,12,48,52,2150,6232,4980,5166,1140,5580,3905
4435,5480,30,22,54,161,56,88,563,2814,5615,2999,1138,879,3760
4830,5628,30,19,36,111,59,85,2537,3569,4006,6384,979,431,1991
2352,4927,30,22,64,100,44,78,580,1530,553,593,217,4931,5224
4251,4188,30,9,56,3,43,40,1106,2504,5973,6249,823,3474,4829
5433,1323,30,10,86,296,51,52,1773,1905,2136,6382,163,3975,1167
776,5670,30,10,28,62,50,48,1219,5152,1083,5545,716,6084,5543
3547,3935,30,19,46,23,54,62,690,4239,4242,4037,1023,1883,4984
2860,5108,30,22,88,41,56,48,698,5920,4287,4551,1161,1145,471
438,6038,30,22,90,250,49,78,2376,353,6214,2687,982,6174,1386
3568,3427,30,18,57,243,43,37,610,1789,4074,4425,265,2640,1216
3726,688,30,22,68,12,45,61,370,5406,4000,4550,409,4021,1818
639,4495,30,19,50,187,33,24,2250,49,316,6298,485,1389,2591
3327,3817,30,19,54,344,59,63,1233,5742,5078,1585,990,12,3412
759,2946,30,22,44,336,52,44,2430,1776,2878,729,654,1458,1533
5306,2325,39,7,63,251,54,69,2313,1498,3769,1297,913,6055,3954
3759,3187,39,16,30,175,48,57,1072,3146,2364,961,160,4709,3332
2577,3653,39,10,15,146,58,60,2229,3291,6228,1316,478,2952,3990
1658,2884,39,22,77,12,49,48,2615,2258,5810,2712,376,5107,2405
4892,738,39,3,28,220,40,62,936,221,5316,6070,587,4308,370
6346,1762,39,18,42,19,33,15,2000,2998,1580,2822,274,2924,3663
3221,1415,39,18,39,157,47,59,484,4705,3966,3344,324,5033,2930
3479,4187,39,19,33,3,43,40,1106,540,1280,2405,126,2540,6084
4568,4937,39,18,34,66,45,69,29,1317,278,1608,634,3880,3364
5682,1416,39,22,41,175,51,34,1961,653,3937,2344,766,5866,1072
5526,5764,39,10,47,12,53,53,1935,438,3467,6091,759,2317,4458
5416,4505,39,19,74,103,53,55,1033,1652,1794,317,706,939,5525
3358,5545,39,3,72,5,44,38,414,1068,2251,572,559,6264,3233
1166,3936,39,15,27,24,41,25,443,6058,4692,5611,308,192,4485
169,5771,39,19,15,136,61,89,1251,5973,9,407,938,1194,5774
2508,876,39,19,32,239,50,41,950,989,747,2826,568,1,6367
6273,923,39,10,36,195,49,47,2254,5439,6087,2321,337,683,1683
4813,919,39,19,36,340,63,93,1708,2319,4981,434,105,2402,5033
4461,5680,39,4,34,286,46,63,372,1884,6276,1780,787,4116,1537
1887,2286,39,22,43,70,45,46,132,3307,4130,4029,790,5302,2868
4016,2482,39,22,58,12,47,52,469,1064,5310,1221,74,1614,810
1090,3290,39,22,49,264,50,43,1536,2818,5421,2649,928,5616,5391
6032,6111,39,19,34,85,56,60,1689,2041,2246,1314,715,3787,4632
4140,4828,39,10,40,40,46,51,2084,6136,3990,4434,38,5131,1124
3694,572,39,18,54,161,52,55,755,5650,149,3118,645,3487,4475
3750,5958,39,10,30,195,49,63,2597,4923,2699,5782,603,707,561
4700,5212,39,19,35,20,47,52,451,2864,3995,3099,586,69,131
3464,4482,39,7,72,361,39,52,499,3689,4252,2393,728,3935,4684
304,460,39,22,57,331,56,78,1198,3440,3083,5549,821,2841,3473
1032,3106,39,5,54,20,43,48,672,662,4670,236,1012,3541,2419
195,4083,39,10,58,267,58,67,785,4858,5706,2834,173,1296,6219
1274,4682,39,19,77,111,47,68,115,5829,4003,6312,99,332,5976
3784,960,39,19,49,85,45,65,2443,3104,4624,3264,84,1384,2046
4368,1895,39,22,66,7,38,41,1711,3656,2000,5202,257,4844,4357
4958,2567,39,10,33,267,27,46,701,3425,239,488,1053,3737,2894
4436,3882,39,22,65,251,59,75,281,5600,2126,4054,603,2373,2959
2715,4911,39,22,33,83,59,81,2565,4891,6005,2004,1199,591,3872
1742,2758,39,22,48,311,53,66,1003,4438,2469,5432,709,689,4646
1009,576,39,22,63,111,49,58,252,1826,3329,1515,1205,540,4624
3839,2681,39,19,28,117,41,23,2077,5923,5473,2141,586,5126,5112
5119,677,39,10,78,44,55,67,2077,3200,3996,5397,55,3837,6117
4191,2887,39,22,80,34,55,40,2509,1497,3761,3982,1011,3990,246
5842,5777,39,19,50,175,53,62,1250,1666,1395,1599,456,2569,4358
1961,5664,39,10,92,286,60,86,1933,1345,5164,1643,76,4211,5018
1829,5077,57,7,74,164,51,55,585,5936,1214,6386,1117,4108,1283
4077,6154,57,10,18,369,39,25,2094,1728,871,3273,837,5772,6046
1212,5041,57,22,46,187,63,50,1887,6361,6160,2424,1015,3804,1034
5166,4142,57,18,46,175,47,57,23,1243,3001,4555,611,2722,2247
2327,5359,57,10,41,9,31,41,2274,658,1056,6137,401,4392,4496
3633,3394,57,18,22,369,33,61,120,2361,3773,4135,719,2871,2744
5277,5877,57,18,73,251,43,53,595,266,4534,4830,592,2829,3619
4300,2822,57,10,23,70,42,55,1539,5412,4630,1986,1148,4556,1028
5749,5872,57,7,69,255,52,86,242,3212,3176,6343,400,672,1544
3859,1553,57,10,74,100,51,49,1214,4594,5258,4494,637,4806,3594
5189,4206,57,19,22,136,43,50,1195,4287,2102,4018,492,4400,3159
322,5049,57,5,132,159,56,87,1637,5018,4051,2841,420,3272,4333
3933,4914,57,19,106,107,60,79,1278,5684,2604,2591,625,2870,1887
4839,2309,57,19,61,1,60,58,2376,2208,5808,3888,886,4852,4291
1732,2931,57,22,32,202,48,65,534,1379,1535,727,370,5496,5516
2299,2620,57,15,35,111,51,43,1162,1404,1123,4954,843,2021,5252
3277,4743,57,18,63,350,47,60,2540,6107,4407,5824,677,1172,1959
5777,1665,57,18,60,255,38,37,310,535,5381,416,930,4747,4292
5062,2338,57,18,57,296,53,55,1821,682,3405,1844,742,3718,4556
1252,4086,57,19,42,144,49,52,816,1128,1780,4008,515,2374,2153
1169,4991,57,10,26,361,22,26,2488,1554,5960,1005,634,816,5560
810,2519,57,10,37,20,43,34,1114,25,2883,3603,570,4706,3087
1456,4833,57,7,53,157,53,84,2606,4624,2346,4086,83,1670,2309
1232,2943,57,22,77,12,41,43,2566,1646,1382,6390,659,3361,1331
3083,6148,57,22,50,9,48,56,1579,677,5483,3660,1173,331,4978
2491,2912,57,22,46,227,39,44,1391,2771,4010,4541,767,4893,4939
4351,5434,57,19,35,188,56,48,586,5938,197,4190,365,3854,4749
4863,1585,57,4,47,34,54,49,1203,4255,1995,2896,724,912,4657
2483,4212,57,10,126,80,57,80,2318,380,1053,5382,580,4527,5243
3843,175,57,10,70,324,54,81,290,3669,3991,1178,408,5264,1767
6286,2863,57,22,119,286,58,71,1933,5915,3252,2800,155,2677,594
3534,1527,57,19,32,68,41,62,663,5151,3750,5535,269,2248,3721
3793,894,57,18,62,267,51,66,1637,5044,2122,368,625,3595,3754
6013,5336,57,22,37,286,57,60,2327,3842,4676,3263,950,3593,5960
6211,2449,57,22,42,199,57,51,2403,5167,4121,2034,203,2693,5217
252,3920,57,4,22,175,41,41,1399,315,2874,2012,1198,3252,2953
735,1790,57,19,36,136,52,68,404,2761,5246,3548,1110,2086,6112
3803,5002,57,18,24,63,43,43,489,585,773,5690,16,5364,3834
4273,4230,57,19,67,12,52,66,1298,5993,5484,4696,43,3936,4584
5684,2314,57,18,51,259,38,65,292,168,4768,4290,616,3938,2384
1820,1068,57,10,63,7,47,36,1261,423,1367,1320,707,1380,3210
4530,5920,50,22,66,49,60,55,1053,2317,29,4024,238,5498,2607
6331,925,50,22,78,13,58,73,1632,1332,5339,2410,252,3808,2439
1088,32,50,22,92,12,36,42,2150,3019,3768,704,1190,5179,5124
1963,3058,50,19,67,170,54,80,240,679,4241,4598,737,5926,3520
3577,4739,50,19,58,12,43,40,2150,1481,4293,4260,29,1484,509
1184,5027,50,19,49,131,58,83,286,1262,5806,6321,1158,5891,5854
4097,5632,50,22,60,68,45,54,1050,2312,4397,6368,714,5175,271
769,2026,50,22,80,111,55,58,610,1357,4976,2998,814,5862,5819
619,3292,50,17,36,195,46,43,1511,1118,3202,3669,288,560,3856
700,4639,50,17,28,348,55,48,1607,444,2483,5635,659,3994,2891
419,2761,50,10,41,20,59,60,932,2604,5030,3486,915,4339,4841
6269,2651,50,10,50,317,48,58,690,5822,1551,3050,1185,5195,3591
4229,6104,50,18,42,251,44,44,1257,3492,862,1296,667,2501,3105
5198,5909,50,19,30,136,61,81,1948,652,22,34,1052,4056,2660
2399,256,50,19,62,85,47,46,932,6246,2934,2563,390,766,4286
4631,545,50,18,61,18,55,70,1859,3901,1439,5413,784,5439,5928
1741,3100,50,22,61,327,54,59,223,4583,2974,1311,395,5026,2048
5298,4217,50,10,50,13,51,71,1066,3416,3764,2176,742,218,107
415,4442,50,19,34,136,55,64,1815,830,4401,5316,723,2929,2818
3518,5064,50,19,60,42,51,53,1233,4901,2473,1090,583,6147,366
27,3908,50,10,37,366,54,39,1057,877,4245,5854,140,2715,3826
5128,5312,50,7,39,251,50,62,898,3970,5396,2832,647,2346,4743
914,5878,50,18,42,317,41,73,1308,5408,1267,1198,1062,4500,2837
